id,name,count
5890,Python,2
5891,"Callimachus, 'Hymn to Apollo'",1
5896,"paint, brushstroke",3
5897,"Switzerland, Graubnden",1
5898,"Carthaginian Empire, Hannibal crossing the Alps, 218 BC",10
5899,"Livy, 'Ab Urbe Condita'",2
5900,"Polybius, 'Histories'",2
5901,Kingston,4
5902,"Liebermann, Max",1
5903,Ksen,1
5904,"royalty: Kaiser Friedrich III, memorial service, 1888",1
5905,Scheveningen,3
5906,"Cassirer, Richard, Professor",1
5907,Carthage,18
5908,professor,8
5910,"Carthaginian Empire, decline, circa 146 BC",6
5911,Llanbedr,1
5914,Penrhyndeudraeth,1
5916,Llanberis,4
5918,dung,5
5919,comic strip hero,2
5920,society: black history,49
5921,"fruit, orange",19
5922,River Meuse,224
5923,lipstick,4
5924,ice lolly,2
5925,plug,4
5926,switch,4
5927,counter,4
5928,"royalty: Prince Regent, birthday, 12 Aug 1818",7
5929,drainpipe,11
5930,transformation,143
5931,monument,184
5932,Rome,6
5933,Cassis,2
5934,"Rome, St Peter's Square",7
5935,Raphael,4
5936,"Rome, Basilica of Constantine",12
5937,Baiae - non-specific,3
5940,"East Cowes, East Cowes Castle",73
5941,Loreto - non-specific,21
5942,"Matthew, chapter 27",1
5943,Harwich - non-specific,2
5944,"Goethe, Johann Wolfgang von - non-specific",1
5945,"society: Walhalla temple, opening, 1842",2
5946,"Regensburg, Walhalla",20
5947,River Danube,124
5948,"Venice, Canal della Giudecca",21
5949,"Dogger Bank, Battle, 6 Jul 1652",1
5950,"Venice, Dogana",42
5951,"Venice, Giardino Reale",1
5952,"Venice, Zecca",4
5953,"Northcote, James",3
5955,"Petworth, Petworth House",106
5956,Dewar Stone,1
5958,"John, Robin",1
5960,"Chantrey, Francis, Sir",2
5961,River Medina,26
5962,"Suggia, Guilhermina",2
5963,Cowes - non-specific,65
5964,"Beasley, Rhoda",1
5966,"Yeats, William Butler",2
5967,cineraria,1
5968,"Opie, William",1
5969,"Smith, Matthew, Sir",1
5970,cobbler,1
5971,gloxinia,1
5973,pew,20
5974,"Edinburgh, St Giles's Cathedral",13
5975,Grenoble - non-specific,18
5976,River Drac,2
5977,Mont Blanc,41
5978,Napoleon,12
5979,Mont St Eynard,2
5981,Ariccia - non-specific,17
5982,cellar,8
5983,"Rich, Alfred",1
5984,plant cell,4
5985,Temptation of Christ,4
5986,video recorder,1
5988,"gun, rifle",180
5989,bayonet,8
5990,arrest,30
5991,soup,4
5992,emaciation,16
5993,drawbridge,3
5999,"Bolton, Charles Paulet, 3rd Duke of",2
6001,lust - satyr,3
6003,diving,12
6004,shell,45
6005,avenue,26
6006,transvestism,13
6007,clubbing,5
6013,"Heidegger, Martin, 'The Nature of Language'",1
6014,"philosophy, Heiddeger",1
6016,warder,6
6019,Shoreham,1
6022,Rome - non-specific,155
6023,comic,7
6029,"Reynolds, Joshua, Sir",15
6030,gorilla,8
6031,gorilla costume,4
6033,"anti-French militia, 1859-60",1
6034,leaving,20
6035,"Torrigiano, Pietro d'Antonio",1
6037,Seville - non-specific,1
6038,"Basie, Count",1
6041,robot,5
6044,"Houghton, Susanna",3
6045,"Nikisch, Arthur Lbnyi Szent Mikls",1
6047,Queen's Hall,1
6048,concert hall,4
6049,orchestra,10
6051,Brocken,1
6052,Faust,2
6054,"Goethe, Johann Wolfgang von, 'Faust'",3
6056,orgy,1
6058,page boy,2
6059,"Ward, Henrietta",2
6060,"Boswell, James, 'Life of Johnson'",1
6061,Whitehall Palace,2
6062,"politician, Lord Chancellor",4
6063,"Clarendon, Edward Hyde, 1st Earl of",1
6065,"Castlemaine, Lady",1
6066,"Lister, Thomas Henry, 'Life and Administration of ... Clarendon'",1
6067,"politics: Lord Clarendon, dismissal, 1667",1
6068,Bozouls,2
6069,"historical, 17th century",1
6070,laundering,99
6071,"Poole, Alderney Manor",1
6072,"economics: South Sea Company, 1720",1
6073,Halifax,1
6074,almshouse,3
6076,"poultry, turkey",1
6077,Arenig Fawr,2
6078,"Thackeray, William Makepeace, 'The Adventures of Philip ...'",2
6080,Llyn Treweryn,1
6082,"Buchanan, Mary",1
6083,River Windrush,1
6084,Naunton,1
6087,"Marchand, Miche",1
6088,"Savoir, Miche",1
6089,Martigues,2
6090,"L'tang-La-Ville, La Coulette",1
6091,"Laurie, Jean Werner",1
6092,Wallthwaite,1
6093,spade,4
6094,Saddleback,1
6095,float,4
6096,"Roussel, Jacques",1
6097,"Roussel, Annette",1
6099,"Paris, Rue de Calais 26",1
6100,life - plant cell,1
6101,"Walker, Ethel, Dame",1
6102,"Walker, Arthur, Mrs",1
6103,Matterhorn,1
6104,"Borlase, Anne",1
6105,"Grenville, Anne",1
6106,Grenville,1
6108,"Berlin, Brandenburg Gate",4
6111,"Immendorff, Jrg",2
6112,La Rochelle - non-specific,3
6113,"Penck, A.R.",2
6114,Vuillard,2
6116,"Marx, Karl",2
6117,"Engels, Friedrich",1
6120,politics: Communism,22
6121,"politics: Germany, division, post-1945",26
6122,"politics: Chinese-German relations, 1980s",2
6123,badminton,2
6124,nostalgia,43
6125,Devizes,1
6126,New Forest,2
6127,running,29
6128,ruler,11
6129,"Kerr, Charles Henry Malcolm",1
6132,compass,4
6136,Salisbury Plain,1
6140,Western Front,30
6141,"Arab Revolt, 1916-18",1
6142,Muttar il Hamoud min Beni Hassan,1
6143,Saudi Arabia,2
6144,bodyguard,2
6147,"Keene, Charles Samuel",5
6150,Monnikendam,1
6151,Vancouver - non-specific,3
6152,Hebrew text,13
6153,"Maugham, William Somerset",2
6154,court,5
6155,"Holborn, High Holborn",1
6156,Old Bailey,1
6163,"Venice, Bridge of Sighs",17
6164,Russian folklore,1
6166,humanity - child resting in giant hand,1
6167,Lake Avernus,4
6171,mist,73
6172,"New York, Broadway",3
6174,Chatham,1
6175,"Venice, San Giorgio Maggiore",35
6176,"Venice, Zitelle",5
6177,Millbank - non-specific,5
6178,Buttermere,2
6179,Crummock Water,3
6184,Trojan War,11
6185,Hector,2
6186,Andromache,2
6187,Astyanax,1
6189,"Kelly, Festus, Rev.",1
6190,study,25
6191,pride,12
6197,Torre Annunziata,2
6198,Vesuvius,93
6199,volcano,85
6201,Queen Square,1
6202,Lamb's Conduit Street,1
6203,Clapham Common - non-specific,1
6204,fire engine,3
6205,"Exodus, chapter 12",4
6206,Ten Plagues of Egypt,18
6207,York,46
6208,"York, York Minster",19
6209,"York, Clifford's Tower",1
6211,measurements,4
6214,Sodom,2
6215,Lot,2
6216,Lot's wife - pillar of salt,1
6217,water-lily,14
6220,whaler,9
6221,"Beale, Thomas, 'The Natural History of the Sperm Whale...'",3
6222,harpoon,1
6223,"Thompson, Henry, Bt",1
6224,baronet,8
6225,Limetz,1
6226,River Epte,1
6227,lily of the valley,1
6228,"Byron, George Gordon, Lord, 'Childe Harold's Pilgrimage'",9
6229,Perth and Kinross,155
6230,Murthly,1
6231,Cairnleith Little Bog,1
6234,"Fouqu, Friedrich, Baron de la Motte, 'Undine'",1
6235,"Revelation, chapter 22",1
6236,Judith,3
6237,Holofernes,1
6239,Port-Villez,1
6240,"Rogers, Samuel, 'Voyage of Columbus'",21
6241,foundry,5
6243,machinery,131
6245,Marazion,1
6251,"Cibber, Colley, 'Damon and Phillida'",2
6256,"Clive, Kitty",2
6257,"Miller, Joseph",2
6258,Tillington - non-specific,2
6259,"Naples, Santa Maria dei Monti",2
6262,walnut,1
6263,"Yates, Mary Ann",1
6264,"Murphy, Arthur, 'The Orphan of China'",1
6265,"Voltaire, 'L'Orphelin de la Chine'",1
6267,Chinese,11
6268,"Naples, Capella Nuova",2
6271,Cliveden,2
6272,Hinduism,14
6274,infinity,7
6280,nettle,3
6281,purple loosestrife,1
6282,violet,2
6283,meadowsweet,1
6284,pheasant's eye,1
6285,fritillary,1
6286,forget-me-not,1
6287,River Hogsmill,1
6290,"love, foresaken - willow",1
6293,"love, in vain - pansy",1
6294,"Revelation, chapter 6",1
6297,thought - pansy,1
6299,death - poppy,3
6301,aqueduct,109
6302,sorrow - pheasant's eye flower,1
6303,sorrow - fritillary,1
6305,exploration: North-West Passage,1
6306,print,43
6307,Brest - non-specific,6
6308,"Trelawney, Edward",1
6309,"flag, White Ensign",5
6310,"Rievaulx, Rievaulx Abbey",18
6311,"French Hugenots, massacre by Catholics, 1572",1
6313,armband,1
6314,rosary,11
6315,passionflower,3
6316,"Genesis, chapter 28",2
6317,Echo,4
6318,tiara,4
6319,puritan dress,1
6320,"Macarthur, Lindsay",1
6322,"exploration: Elizabethan, c.1560",1
6323,"Raleigh, Walter, Sir",1
6324,Genoese,1
6326,"Millais, George",1
6327,watering can,23
6328,Sparta,2
6329,Cleombrotus,1
6330,"Leonidas II, King of Sparta",1
6333,Iphigenia,4
6334,Orestes,2
6335,Pylades,2
6336,Piediluco,1
6337,"Knights, Winifred",1
6338,prison,24
6340,beadle,1
6343,"Myers, Eveleen",2
6344,vagrancy,1
6345,"instrument, hurdy gurdy",1
6346,"Strickland, Agnes, 'Live of the Queens of England'",1
6347,"French Calvinism, 1562",1
6348,"Caen, Church of the Holy Trinity",1
6350,"de Montmorenci, Anna",1
6351,iconoclasm,2
6352,illuminated manuscript,1
6353,vandalism,2
6355,ring,21
6356,"protests and unrest: Peep-o'-Day Boys, 18th c.",1
6357,bullfighting,10
6359,"death: James Dean, car crash, 30 Sep 1955",1
6360,crash,20
6361,"Dean, James",2
6363,bishop,14
6364,congregation,41
6366,"Knox, John",3
6367,clerk,8
6368,hour glass,11
6369,"Young, Elizabeth",1
6370,balloon,10
6371,"Gordon, Julia Emily",2
6372,"Apollinaire, Guillaume, 'Les Mamelles de Tiresias'",1
6373,"Battersea, Old Battersea Bridge",3
6374,lizard,6
6376,French text,35
6377,"Hiffernan, Joanna",1
6378,"Mir, Joan, 'Une toile caresse ...'",1
6379,firework display,9
6381,sea bed,3
6383,"Wyatt, Eliza",1
6384,"Wyatt, Sarah",1
6385,"Moorman, Eliza",1
6386,"Thomas, Sarah",1
6390,Fenwick,1
6391,"Muhemid Ali, Pacha of Egypt",1
6392,"Maybury, John",1
6395,"Alexander, Cicely",1
6396,Finsbury Square,1
6398,Valparaiso,1
6399,Chile,1
6401,"Beauchamp-Proctor, Lady",1
6402,"Alexander, Agnes Mary",1
6403,"Covent Garden, Piazza",3
6404,"Covent Garden, St Paul's Church",3
6405,"Covent Garden, King Street",1
6407,Paris,6
6408,Helen of Troy,2
6409,moth,10
6410,River Tummel,12
6412,"gun, machine gun",20
6414,"Paris, Montparnasse",1
6415,"Nevinson, Christopher Richard Wynne",1
6416,"Iden, Oxenbridge Cottage",1
6417,"Blake, William, 'The Marriage of Heaven and Hell'",2
6418,"Camberwell, Surrey Canal",1
6420,"VE Day celebrations, 8 May 1945",1
6421,hawk,10
6422,"Britain, Battle, Summer 1940",5
6424,air crash,6
6425,Cowley,1
6427,"Greece, Cyclades, Paros",2
6431,"sculpture, Olmec",1
6432,Mexican,9
6433,period: Olmec civilisation,1
6434,period: Mayan civilisation,3
6435,trench,7
6437,Val d'Orcia,1
6438,Carnac,1
6439,"Avebury, Silbury Hill",3
6440,mound,4
6442,corpse,84
6443,"Paolozzi, Eduardo, Sir",1
6446,Daedalus,3
6447,Rome,13
6448,Chiswick - non-specific,7
6449,"Borrow, George, 'Lavengro'",2
6452,"Lee, Rupert",1
6453,"Oakley, Mercia",1
6454,Pyramids,3
6455,dance hall,3
6456,"Potter, Beatrix, 'The Tailor of Gloucester'",22
6460,fancy dress / role play,131
6461,embroidery,9
6463,Minotaur,4
6465,kettle,15
6467,alley,13
6468,"Washington, George",1
6469,mousetrap,2
6470,Gloucester - non-specific,5
6471,homunculus,2
6472,embryo / foetus,9
6473,hearse,2
6474,exotic,21
6476,kippa,2
6477,sash,11
6478,"period: Tudor dynasty, 1485-1603",5
6479,drug-induced state,2
6480,trailer,2
6483,"Hampstead Garden Suburb, Willifield Way",1
6484,"Downey, Mary",1
6485,"McMurdo, Bryce, Lt-Col",1
6486,Asclepius / Aesculapius,1
6487,healer,1
6490,"Pope, Elizabeth, Lady",1
6491,Dionysus,2
6492,crystal ball,2
6495,growth - tree,1
6496,"Dobson, Austin",1
6498,scorpion,1
6499,centaur / Cacus,9
6501,"fish, kipper",2
6502,salad,2
6503,nose,9
6504,brain,10
6508,"Bethesda, Penrhyn slate quarry",1
6509,corkscrew,2
6512,Sancreed,1
6513,Blackwood family,1
6514,"Mansel of Margam, Thomas, 2nd Baron",1
6515,partridge,9
6516,Civil Defence,2
6517,Collins,1
6518,skin,11
6519,"Quinn, Marc",2
6520,"New York, Canal Street subway",1
6522,droplet,2
6523,wheelbarrow,83
6524,"Burgos, Burgos Cathedral, North Transept",1
6528,"Gifford, Carter, Mrs",1
6530,poacher,3
6531,"Rivire, Millicent",1
6532,"Rouen, St Maclou Church",2
6533,"Byron, George Gordon, Lord, 'Don Juan'",1
6534,"Shaw, George Bernard, 'Don Juan in Hell'",1
6535,Don Juan,1
6536,"Battersea, Battersea Park",1
6537,"Ciano, Count",1
6538,"D-Day, 6 June 1944",3
6539,"Harrogate, Prospect Gardens, The Terrace",1
6540,"Bournemouth, Central Gardens",1
6542,"Southbourne, Rest Gardens",1
6543,"Brighton, Old Steine Gardens",1
6545,"Llanishen, Parc Cefn On",1
6546,"van Beethoven, Ludwig",5
6547,"Thomas, Dylan",17
6548,caption,292
6549,"Rimbaud, Arthur, 'Mystic'",1
6551,"Poincar, Raymond",1
6552,cockatoo,3
6553,perch,2
6554,Trafalgar Square,11
6555,body parts,4
6556,"Rivers, Clarice",1
6557,Vorticist artists,2
6558,"Hamilton, Cuthbert",2
6559,"Lewis, Percy Wyndham",4
6560,"Etchells, Frederick",3
6561,"Wadsworth, Edward",2
6562,"Dismoor, Jessie",2
6563,"Saunders, Helen",2
6564,"Stulik, Rudolph",3
6565,"magazine, 'Blast'",2
6566,restauranteur,3
6568,"Roberts, William",5
6569,"Whitman, Walt, 'I Sing the Body Electric'",1
6571,Odysseus / Ulysses,29
6572,"Maar, Dora",2
6573,"Walter, Marie-Thrse",2
6574,Ivybridge,7
6575,creation of light,1
6576,Port of London,1
6577,"Moon, Emma",1
6578,Miracle of the Gadarene Swine,1
6579,"Barnes, Cissie",1
6580,Clarence Gardens,1
6581,Song of Solomon,4
6583,virgin,6
6584,"Ford, Marie",1
6585,"Smith, Ellen",1
6586,Keomi,1
6587,love - rose,2
6588,passion - red lily,1
6589,"Carlisle, Hadrian's Wall",1
6591,goddess - incense burner,1
6594,Lake Como,42
6595,empress,2
6597,Upper World - light,1
6600,"Chaucer, Geoffrey, 'Canterbury Tales' - non-specific",19
6601,"Collman, Mary Ann",1
6605,"Chepstow, Chepstow Castle",19
6606,Bennett,1
6607,Jones,1
6608,"Mitchell, Elizabeth Young",1
6609,triumphal arch,78
6610,"Saintes, Arch of Germanicus",1
6611,"Williams, Cyprian, Mrs",2
6612,Stroud,1
6613,fruit-pressing,2
6617,"Pettigrew, Rose",1
6618,Southwold,5
6619,sandcastle,1
6620,Montreuil,4
6621,"Starr, Georgina",1
6622,La Ciotat,1
6624,"Calvino, Italo, 'Italian Folktales'",1
6625,Teucer,1
6626,archery,2
6627,"Cervi, Orazio",1
6628,"Rodin, Rose",1
6629,"Buret, Rose",1
6631,youth - pipe,1
6632,Thyrsis,1
6633,"Arnold, Matthew, 'Thyrsis'",1
6634,Lloyd,1
6636,cake,13
6637,I Zingari cricket club,1
6638,"St John's Wood, Grove End Road",1
6640,Arfleet,1
6641,"Everett, Katherine",1
6642,"Everett, Tony",1
6643,flower arranging,1
6644,sunbeam,197
6645,"Moore, George",2
6646,"Hutchinson, St John",1
6647,"Steer, Philip Wilson",4
6648,"Chelsea, The Vale",1
6649,deck,22
6650,chaperone,1
6656,"Guevara, Che",8
6657,architectural plan,14
6658,Islam,25
6659,"Yazd, Friday Mosque",1
6660,"Gagarin, Yuri",1
6661,"exploration: first man in space, 12 Apr 1961",1
6662,Tunisia,14
6663,"Kairouan, Great Mosque",1
6664,"Abu Dulaf, Great Mosque",1
6665,"Cordoba, Great Mosque",1
6666,"Gulbarga, Friday Mosque",1
6667,Morocco,8
6668,"Rabat, Mosque of Al-Hassan",1
6669,"Seville, Great Mosque",1
6670,"Samarra, Great Mosque",1
6671,Qal'a of the Banu Hammad,1
6672,Algeria,3
6673,"Medina, Mosque of the Prophet",1
6674,mantra,4
6676,senses,11
6677,"USA, North West",1
6678,"Bernard, Emile",1
6679,afterlife,13
6681,ballet,18
6682,"symbol, paleolithic",4
6686,Monument,28
6688,Derby Court,1
6689,Dorset Court,1
6690,Vulcan,3
6691,Thetis,2
6692,Valley of Jehoshaphat,1
6693,Hill of Evil Counsel,1
6694,"Exeter, Haldon Hall",1
6695,sound,21
6696,birdsong,2
6701,laughing,34
6702,Cuckold's Point,1
6703,chisel,5
6704,Allen key,1
6705,wrench,4
6706,screw driver,3
6707,file,1
6708,engine,9
6709,triumph,2
6710,"Schapire, Rosa, Dr",1
6713,Dangast,1
6714,"Roth, Dieter",12
6715,"Italy, Abruzzi",2
6717,leaping,16
6718,Lake Avernus,18
6719,mackerel,3
6720,saucepan,25
6721,frying pan,9
6722,Zeus / Jupiter - swan,10
6724,childhood,36
6725,innocence,22
6726,mortality,19
6727,wisdom,10
6728,youth,41
6729,formal qualities,6022
6730,eroticism,196
6731,femme fatale,2
6735,balance,45
6738,sensuality,37
6739,dynamism,40
6741,visual illusion,98
6742,purity,33
6743,illogicality,17
6744,movement,145
6745,rhythm,46
6746,space,169
6747,Cleopatra,2
6748,Mark Antony,1
6749,symmetry,197
6751,apotheosis,4
6752,Romulus and Remus,2
6754,Romulus,1
6755,anonymity,34
6756,"Antony and Cleopatra, circa 40-30 BC",2
6757,avarice,7
6758,chastity,9
6759,deceit,3
6760,dignity,6
6761,good and evil,20
6762,"education: education, 19th c.",2
6763,"Shenstone, William, 'The School Mistress'",1
6764,stupidity,13
6765,hedonism,6
6766,virtue,9
6767,creativity,56
6768,St Eulalia,2
6770,"Tennyson, Alfred, Lord, 'The Lady of Shalott'",2
6772,inspiration,12
6773,sorcerer,9
6775,raven,5
6776,"Ireland, Galway",3
6777,psyche,4
6780,subconscious,34
6781,antihero,26
6782,heroism,20
6783,"philosophy, Eastern",6
6784,"Crane, Walter, 'The Sirens Three'",1
6786,innocence - bird,1
6787,language,8
6789,"crime and punishment: Criminal Law Amendment Act, 1885",1
6792,life - woman,1
6794,hope - woman,3
6795,spontaneity,90
6796,stages of life,40
6797,Creation,5
6798,Mont St Michel,14
6799,archbishop,9
6800,"Conyngham, Francis Nathaniel Conyngham, Marquis",1
6801,"Howley, William",1
6803,guinea fowl,1
6804,"Tennant, Dorothy",1
6805,Cherington,1
6806,Holland Park - non-specific,1
6807,Vaucottes,1
6810,Rothenstein children,1
6811,"Rothenstein, Betty",1
6812,"Rothenstein, Rachel",1
6813,"Rothenstein, John, Sir",5
6816,"Ibsen, Henrik, 'A Doll's House'",1
6819,"Knewstub, Alice",2
6820,"Kingsley, Alice",2
6821,"John, Augustus",4
6822,"civil and human rights: Civil Rights movement, 1960s",6
6824,"USA, Alabama",4
6825,Birmingham,1
6827,laurel,3
6828,postman,3
6829,stadium,10
6830,dog racing,1
6832,"Wandsworth, Wandsworth Stadium",1
6833,"Pissarro, Orovida",1
6837,Jewish robes,2
6838,"Clapham, Clapham Junction Station",1
6841,mortality - fading image,1
6842,"Hampstead, Church Row 26",1
6844,Barnton-on-Humber,1
6845,"exploration: Captain Scott, Antarctic expedition, 1912",1
6847,cornucopia,1
6848,zoo,4
6849,cage,39
6850,giraffe,7
6851,attacking,81
6852,memory,136
6853,London Zoo,1
6856,"crime and punishment: New York State, last executions, 1963",1
6857,death penalty,13
6858,measuring tape,2
6859,Aunt Sally,1
6860,mimosa,1
6861,kimono,5
6862,"Pettigrew, Hetty",1
6863,Camelford,2
6867,notice,26
6868,"Venice, San Marco",67
6869,Upwey,1
6872,"Australia, Victoria",2
6873,"Kew, Yarra Billabong",1
6874,"trunk, blasted",34
6876,pine,53
6879,Carlton House,9
6880,"Twickenham, Marble Hill",1
6881,"Zuccarelli, Francesco",1
6882,"Denbigh, Llanferres",1
6883,Denbighshire,62
6884,"disaster: Inner Temple, fire, 4 Jan 1737",1
6885,"Temple, Inner Temple",1
6886,"Frederick, Prince of Wales",1
6887,water pump,9
6888,River Arno,32
6890,decadence,14
6891,"Tivoli, Maecenas' Villa",1
6895,consumption,3
6896,"Tennyson, Alfred, Lord, 'Come not, when I am dead'",1
6897,"Towton, Battle, 29 Mar 1461",1
6898,"Henry VI, King",1
6899,Tadcaster,1
6901,fidelity - dog,1
6902,devotion,6
6904,family,574
6905,brother,35
6906,daughter,38
6907,family,172
6908,father,42
6909,granddaughter,3
6910,husband,60
6911,mother,41
6912,sister,37
6913,son,37
6914,widow,18
6915,wife,63
6919,fragmentation,171
6921,enclosure,15
6922,father and child,9
6923,sanctuary,1
6924,mother and child,222
6925,cubist space,83
6926,widower,4
6927,lifestyle and culture,1019
6928,advertising,242
6930,fashion,67
6931,urban environment,151
6933,cultural icon,58
6935,doublet,1
6936,loyalty,2
6939,tourism,37
6940,naturism,5
6941,arts - book,1
6942,Egypt,4
6943,reincarnation,3
6944,science fiction,15
6945,"Cape Finisterre, Anson's action, 3 May 1747",1
6946,"Austrian Succession, War, 1740-48",1
6948,Cape Finisterre,1
6951,stamp,30
6952,mason,11
6953,stretcher,6
6954,elm,2
6955,Nine Elms,1
6956,"Denmark, Bornholm",1
6957,Gudhjem,1
6958,"Cleveland, W.H. Vane, 3rd Earl of Darlington and 1st Duke of",4
6961,Raby Hunt members,4
6962,crocus,1
6963,death - crocus,1
6966,hot dog,2
6967,binoculars,6
6968,Happisburgh,3
6969,"Bickerstaffe, Isaac, 'The Hypocrite'",1
6970,"Cibber, Colley, 'The Non Juror'",1
6972,twins,6
6973,vineyard,13
6974,"France, Bordeaux",1
6975,Rezzonico,2
6976,"Paris, Montmartre, Place du Tertre",1
6977,Saint-Paul,1
6979,"Paris, Rue Saint Martin, La Porte Saint Martin",1
6984,microfilm,1
6985,"Grey, Elizabeth, Lady",1
6986,"Kent, Countess of",1
6987,Nives,1
6988,supernova,1
6989,Bodenham,1
6991,restaurant,5
6992,"Paris, Sacre-Coeur",2
6993,"Paris, Montmartre, Le Passage Cottin",1
6994,"Islington, Canonbury House",1
6995,Spencer,1
6996,fidelity - lizard,1
6997,"Lee, William",1
7000,Austria,325
7001,Vienna - non-specific,13
7002,physiognomy,52
7003,"Cullum, Dionesse",1
7004,"Vienna, Johann Strauss Theatre",1
7005,"Apollonius Rhodius, 'Argonautics'",4
7006,Jason,7
7007,miller,8
7008,"Pembury, Pembury Mill",3
7009,Orvieto - non-specific,22
7010,Medea,2
7011,"Seneca, 'Medea'",1
7014,"Fresnoy, Charles Alphonse du, 'De Arte Graphica'",1
7015,"Watteau, Antoine",2
7016,Tower of London,29
7017,"protests and unrest: Gunpowder Plot, 1605",1
7019,"Northumberland, Henry Percy, 9th Earl of",1
7020,"Percy, Lucy",2
7021,"Percy, Dorothy",1
7022,"Bedford, Ann Carr, Countess of",1
7023,"Daniel, chapter 3",3
7024,Shadrach,1
7025,Meshach,1
7026,Abednego,1
7029,"Carthaginian Empire, Regulus's captivity, circa 255 BC",3
7030,"disaster: Houses of Parliament, fire, 16 Oct 1834",6
7033,"Hoadly, Benjamin, Dr",1
7034,Betts,1
7035,"Hoadly, Elizabeth",1
7036,"Anguish, Anne",1
7037,"Anguish, Rebecca",1
7038,"Anguish, Edmund",1
7039,"painting, miniature",3
7040,knight,33
7042,period: Middle Ages,32
7044,Hubby,4
7045,"Hayes, Marie",4
7046,boredom,11
7047,matchbox,5
7048,rowing,8
7049,Svres,11
7050,Billancourt,1
7051,"Ovid, 'Amores'",1
7052,"Hove, Adelaide Crescent",1
7053,"Hove, Brunswick Terrace",1
7054,"Hove, The Lawns",1
7056,"Beardsley, Aubrey",1
7059,Veneux-Nadon,1
7060,home front,24
7063,portico,44
7064,cannibalism,5
7065,"Kristian, Roald",2
7067,screen,27
7068,Dymchurch,2
7071,"Lee, George, Sir",1
7073,"Cunningham, Minnie",1
7075,"Balzac, Honor de, 'La Comdie humaine'",4
7076,victim,32
7077,"Caernarfon, Caernarfon Castle",43
7078,River Seiont,17
7079,River Tweed,46
7080,"Norham, Norham Castle",26
7082,shot tower,12
7083,East Cowes - non-specific,2
7084,sandbank,1
7085,"Rome, Forum, Arch of Constantine",18
7086,Tobias,1
7087,Archangel Raphael,2
7088,Tobit,1
7089,Tivoli - non-specific,137
7090,"Guildford, Guildford Castle",4
7091,"Guildford, Holy Trinity Church",1
7092,River Wey,13
7093,Salt Hill,6
7094,"Spoleto, Ponte delle Torri",3
7095,St Catherine's Hill,12
7096,Walton-on-Thames,23
7097,"Edinburgh, Parliament House",1
7098,Edinburgh,350
7099,"royalty: George IV, visit to Edinburgh, Aug 1822",70
7100,Firth of Forth,113
7101,Leith,33
7104,"Homer, 'Odyssey'",56
7106,Lake Nemi,40
7110,"death: Sir David Wilkie, sea burial, 1 Jun 1841",2
7111,limpet,2
7112,Luxembourg - non-specific,42
7113,Luxembourg,50
7115,"Delphi, Castalian Spring",3
7116,Mount Parnassus,3
7117,Alzette valley,11
7118,Civita di Bagnoregio,1
7120,Christ and the money changers,4
7121,"Bridport, West Bay",11
7124,"Judith, Book of",1
7125,craftsman,4
7127,witch,23
7128,"Italy, Campagna di Roma",60
7129,Needles,7
7130,John's Gospel,2
7132,engraving / etching plate,2
7134,"Woollet, William",1
7135,Derbyshire,64
7136,Cresswell Crags,3
7137,pick axe,13
7140,death - coffin shaped cloud,1
7141,rescuing,21
7143,time - bell,1
7145,menu,4
7146,garter,2
7147,"Hamilton, James, 1st Duke of",1
7148,"Arran, James Hamilton, Earl of",1
7150,"McEvoy, Michael",2
7151,"Ryan, Anne",1
7152,"Sydney, Sydney Cove",1
7153,exploration,27
7154,governor,4
7155,"Phillip, Arthur, Captain",1
7156,"Collins, David, Captain",1
7157,"Ball, Henry L., Lieutenant",1
7158,"Donovan, Stephen, Midshipman",1
7159,"Powell, Newton, Lieutenant",1
7160,"Blackburn, David",1
7161,"King, Philip Gidley, Lieutenant",1
7162,"Johnston, George, Lieutenant",1
7163,"society: Australia, colonisation, 1788",1
7164,toasting,7
7165,"Edward VIII, King",2
7166,"George VI, King",1
7167,footman,5
7168,"Burden, Jane",2
7169,"Nielsen, Betzy",1
7170,"Bjolstad, Karen",1
7171,Guinevere,3
7174,Porthclais,1
7175,"Clarke, Private",1
7177,East End,20
7179,"Cardiff, Guest, Keen and Baldwin Steelworks",3
7180,mine,4
7181,arsenal,8
7182,furnace,10
7184,cruelty - crown of thorns,1
7185,"Longfellow, Henry Wadsworth, 'The Spanish Student'",1
7187,staff room,1
7188,Royal College of Art painting staff,1
7189,Royal College of Art,3
7190,"Minton, John",1
7191,"Weight, Carel",2
7192,"Burn, Rodney J.",1
7193,"Buhler, Robert",1
7194,"Mahoney, Charles",1
7195,"Rowntree, Kenneth",1
7196,"Spear, Ruskin",1
7197,"Moynihan, Rodrigo",2
7198,"Hayes, Colin",1
7199,"Thompson, George",1
7200,Thompson,1
7201,insect,23
7202,National Gallery,1
7203,art appreciation,40
7204,"Venice, Galleria dell' Accademia",1
7205,structure,29
7207,"Wonnacott, John",2
7209,"Norwich, Norwich School of Art",1
7210,River Wensum,1
7211,"Norwich, Blackfriars Bridge",1
7212,"Norwich, St George's Street",1
7213,"Norwich, Red Lion public house",1
7215,Norwich School of Art staff,1
7216,"Middleditch, Edward",1
7217,"Tester, Colin",1
7218,"Morris, Lynda",2
7219,"Norwich, Norwich Cathedral",2
7220,"Checketts, Michael",1
7221,"Greaves, Derrick",1
7222,"Welch, Ian",1
7223,"Chance, Ian",1
